Name,Type,Latitude,Longitude
Fishing Bridge Service Station,Store,44.5649660770014,-110.376049577137
Roosevelt Store,Store,44.912826946356496,-110.417164206072
Information Board,Information Board,44.582751491085794,-104.708088398024
Visitor Center,Visitor Center,44.590490226343896,-104.72010609318899
Deerlodge Ranger Station,Ranger Station,40.44554847305071,-108.514706171442
InfoKiosk,InfoKiosk,40.400003984105396,-105.59323634444
InfoKiosk,InfoKiosk,40.329843617434705,-105.595400919911
InfoKiosk,InfoKiosk,40.360594804328706,-105.59841272095699
InfoKiosk,InfoKiosk,40.2721143512104,-105.556879072737
InfoKiosk,InfoKiosk,40.27454631986279,-105.557799321362
InfoKiosk,InfoKiosk,40.379550764208396,-105.85083303546499
Kawuneeche Visitor Center,Visitor Center,40.266817863611706,-105.832713000153
Alpine Visitor Center,Visitor Center,40.441024477976896,-105.75450985101801
Moraine Park Discovery Center,Visitor Center,40.3583329597919,-105.583621407907
Beaver Meadows Visitor Center,Visitor Center,40.3662242731537,-105.56095894850901
Fall River Visitor Center,Visitor Center,40.401802067327104,-105.58648227285101
Timber Creek Campground,Ranger Station,40.3795767892261,-105.850772704424
Moraine Park Campground,Ranger Station,40.3604817932519,-105.598397568947
Longs Peak Ranger Station,Ranger Station,40.2723501803707,-105.556928301771
Longs Peak Ranger Station,Ranger Station,40.2721308972216,-105.55687870773701
La Poudre Pass (Long Draw),Ranger Station,40.4755733044512,-105.825426565203
Glacier Basin Campground,Ranger Station,40.329856723443605,-105.595436867935
Mill Creek,Ranger Station,40.344386574316,-105.59234073683201
Fall River Entrance,Ranger Station,40.4053435497334,-105.593435136575
Fall River Entrance,Ranger Station,40.405357213742704,-105.59323154043699
Wild Basin Ranger Station,Ranger Station,40.20847430797,-105.566443653236
Visitor Center,Visitor Center,32.0054281283856,-109.35640789333799
Rising Sun Restaurant,Food Service,48.6945279778446,-113.518084010002
TWO MEDICINE STORE,Food Service,48.4847981943431,-113.369812843258
West Glacier Restaurant,Food Service,48.496543272323294,-113.98366684434299
West Glacier Mercantile,Food Service,48.495996815952,-113.982994708887
Eddie's Restaurant,Food Service,48.52756844640351,-113.994039508391
Cedar Tree Gift Shop,Gift Shop,48.5285452420672,-113.994050194398
Swiftcurrent Camp Store and Restaurant,Food Service,48.7978146430231,-113.677140150073
Lake McDonald Coffee Shop,Food Service,48.617663952619196,-113.87640946546699
Lake McDonald General Store,Food Service,48.61842631713721,-113.875745278016
Rising Sun Camp Store and Motel,Food Service,48.6951438632631,-113.51916530573601
Montana House (gift shop),Gift Shop,48.527031819038896,-113.99402349638001
Schoolhouse Gifts,Gift Shop,48.52655030771171,-113.99350823003
WEST LAKES,Ranger Station,48.5006117830877,-113.980730403348
ST MARY,Ranger Station,48.7386606718308,-113.429586785872
East Glacier,Ranger Station,48.4472353428209,-113.224254438358
Apgar Ranger Station,Ranger Station,48.527528907376606,-113.99182953889
GOATHAUNT,Ranger Station,48.95795361983,-113.89226259023899
BELLY RIVER,Ranger Station,48.9315491348894,-113.71187200367201
LAKE MCDONALD,Ranger Station,48.63997686377971,-113.87538705277201
FISH CREEK,Ranger Station,48.5476231080297,-113.985485990579
KINTLA,Ranger Station,48.9344589978665,-114.34383052805799
BOWMAN,Ranger Station,48.8306859433576,-114.20229386688999
LOGGING,Ranger Station,48.697586888923,-114.19298854056801
CUT BANK,Ranger Station,48.6059868176851,-113.37708215119801
TWO MEDICINE,Ranger Station,48.4862126013041,-113.36704848838001
WALTON,Ranger Station,48.273736571936595,-113.603395532967
1913 RANGER STATION,Ranger Station,48.737863442289,-113.43713642600201
Apgar Visitor Center,Visitor Center,48.523092633362396,-113.988398186558
Logan Pass Visitor Center,Visitor Center,48.695273232351,-113.717912569776
St Mary Visitor Center,Visitor Center,48.7474777578215,-113.43907825132099
MANY GLACIER,Ranger Station,48.797066289514596,-113.673023313276
Diablo East,Ranger Station,29.4767472832658,-101.01547372306601
Ranger Station,Ranger Station,29.701463050949698,-101.318390581883
Monument Trading Post,Gift Shop,36.8326622402644,-108.00096835138099
Aztec Ruins Trading Post,Gift Shop,36.834198289308,-108.000838777293
Visitor Center,Visitor Center,38.043610865047,-103.43157018868999
Yellowtail Dam Visitor Center,Visitor Center,45.308692411328494,-107.95579951869101
Pappy's Restaurant,Food Service,38.4627787528519,-107.166540999427
Visitor Center,Visitor Center,36.153150167567794,-109.53902673041901
Capitol Reef Visitor Center,Visitor Center,38.2914670044536,-111.262028444118
Canyon Visitor Center,Visitor Center,40.2436263948542,-108.97245931646299
Northwest New Mexico Visitor Center,Visitor Center,35.1186441786696,-107.82883878442699
Visitor Center,Visitor Center,32.1459275388484,-109.436361458663
Visitor Center,Visitor Center,41.8365378851627,-110.770361906054
Grand Teton Medical Clinic,First Aid Station,43.878504566583096,-110.57383255052099
Pine Springs Headquarters and Visitor Center,Visitor Center,31.8943366779042,-104.821724106234
Dog Canyon Ranger Station,Ranger Station,31.996305253187103,-104.83340867417299
Hovenweep Visitor Center,Visitor Center,37.385798373094396,-109.0753905034
Airplane Hangar Visitor Center,Visitor Center,30.2415941349433,-98.62515307095508
Visitor Center,Visitor Center,35.8808422765474,-106.302136850105
"Y-12 Visitor Services, New Hope Visitors Center",Visitor Center,35.995346542347704,-84.2377223073721
Manhattan Project B Reactor Tour Headquarters,Visitor Center,46.3185491314787,-119.30040596181802
Visitor Center,Visitor Center,35.0655725166099,-109.781565983213
Rainbow Forest Museum & Visitor Center,Visitor Center,34.8151473424578,-109.86581267245501
Visitor Center,Visitor Center,40.4439237829469,-111.70494483405899
Tumacácori Visitor Center and Museum,Visitor Center,31.567830265058397,-111.051051730769
Visitor Center,Visitor Center,35.6167145950851,-99.6863704690024
Welcome Center,Visitor Center,31.606731580490102,-97.1759707463038
Rainbow Overlook Shelter,Shelter,37.475587791102,-112.240159091712
Laser Interferometer Gravitational-wave Observatory,Visitor Center,46.45520404732929,-119.407669428698
Sacajawea State Park & Interpretive Center,Visitor Center,46.202301960494204,-119.04364985336399
Visitor Center,Visitor Center,29.4659949009601,-100.988402756672
Alibates Flint Quarries National Monument Vistor Center,Visitor Center,35.579312870672396,-101.703330661432
Visitor Center,Visitor Center,30.458329129204603,-94.38739738059928
Rainbow Forest Gift Shop,Gift Shop,34.8147446931842,-109.86477385374901
Flagg Ranch Info Station,Visitor Center,44.1072500320049,-110.667020076838
New Hope Visitor Center,Visitor Center,35.9950664201573,-84.236978961867
K-25 History Center,Visitor Center,35.9311444897254,-84.39358371027251
Nez Perce NHP Visitor Center,Visitor Center,46.44753167611629,-116.82275942837299
Visit TriCities Visitor Center,Visitor Center,46.2175469558525,-119.217951942794
LIGO Visitor Center,Visitor Center,46.4537571993462,-119.403901668138
Observation platform,Food Service,32.9959568554033,-111.53660323067899
Great Sand Dunes Oasis General Store,Store,37.69242942043579,-105.54767297648199
Jacob Lake Ranger Station,Ranger Station,36.706766270724,-112.22920095826599
Marble Canyon Restaurant,Food Service,36.8165189112957,-111.638181536696
The Havasupai Tribal Cafe,Food Service,36.23658617325871,-112.68889462360701
Visitor Center,Visitor Center,27.4239104494597,-97.2990874369558
Lees Ferry Ranger Station,Ranger Station,36.8642500517268,-111.602316653328
Carl Hayden Visitor Center,Visitor Center,36.9357408573014,-111.48558306201299
Wahweap Grille,Food Service,36.993216717353604,-111.487483319304
Wahweap Ranger Station,Ranger Station,36.9943208141037,-111.491473547015
Lake Powell Sports,Store,36.9923167177421,-111.488949984301
Wahweap Boat Rental,Store,37.005833384926,-111.505533317568
Hall's Crossing Ranger Station,Ranger Station,37.4729627123184,-110.72067519329399
Bullfrog Lodge Restaurant,Food Service,37.517783384772,-110.729833318516
Bullfrog Marina Store,Store,37.5179164998624,-110.74386480305
Hans Flat Ranger Station,Ranger Station,38.255089331736706,-110.179846654826
Bailly-Chellburg,Visitor Center,41.623882260673206,-87.0897749352078
Jewel Cave Visitor Center,Visitor Center,43.7298476695777,-103.829500833065
Dorothy Buell Memorial,Visitor Center,41.6616935493641,-87.0102461541717
Everett,Ranger Station,41.204830157947,-81.57234173837121
Brown Vs Board Of Education Visitor Center,Visitor Center,39.054195387691706,-95.6718901793517
Fort Larned Visitor Center,Visitor Center,38.1838112413066,-99.2184981481052
George Washington Carver,Visitor Center,36.986145071548705,-94.3546447123454
Canal,Visitor Center,41.372554727907904,-81.6137389114987
Grand Sable,Visitor Center,46.657661480889594,-86.0210035930279
Pipestone National Monument Visitor Center,Visitor Center,44.013289362163,-96.32539312837629
Coonrad,Ranger Station,41.2814102439796,-81.57204423116909
Gulpha Gorge,Ranger Station,34.5242957628378,-93.036323443608
Crane Lake,Ranger Station,48.2697448942245,-92.48992147235359
Hunt Farm Visitor Information Center,Information,41.200878158261794,-81.5730742368689
Kettle Falls,Food Service,48.5024948743672,-92.6399763883088
Knife River Center,Visitor Center,47.3315697307786,-101.385482640469
Marquette Park,Food Service,41.618530271036796,-87.2685240816595
Mississippi River Visitor Center,Visitor Center,44.942779000707596,-93.0985013008549
Pulltite,Ranger Station,37.3335380595859,-91.4774244624094
Quarry Bay,Ranger Station,46.9226684419494,-90.60977924888529
Raspberry Island,Ranger Station,46.9702568492834,-90.80438218310879
Rock Harbor,Food Service,48.1462746233323,-88.4845656149025
Rocky Island,Ranger Station,47.0301018309453,-90.67599471187559
Round Spring,Ranger Station,37.280414567491,-91.40689078648509
Sand Point,Ranger Station,46.4524650484682,-86.60710893725891
Scotts Bluff National Monument Visitors Center,Visitor Center,41.8286896058302,-103.70729053302901
South Twin Island,Ranger Station,47.032951328881396,-90.65129071909041
Squire Rich,Ranger Station,41.30968474119071,-81.6233672130406
State Park,Ranger Station,41.657478352500206,-87.05992873992871
Trego,Ranger Station,45.9047050722911,-91.8163374376849
West Beach,Visitor Center,41.6229057680097,-87.208282299728
Wind Cave Visitor Center,Visitor Center,43.5561485625573,-103.478126445322
Windigo,Food Service,47.911693601945494,-89.1571577408972
Agate Fossil Beds Visitors Center,Visitor Center,42.425210529138106,-103.734175645296
Ash River Visitor Center,Visitor Center,48.435550698881706,-92.85034163624208
Coon Rapids Dam Regional Park,Information,45.140590286111,-93.3022610163001
Coon Rapids Regional State Parks,Information,45.13705408570829,-93.30467961594341
Manitou Fish Camp,Ranger Station,46.95531804213321,-90.6767638233982
Little Sand Bay,Ranger Station,46.9458249586831,-90.8895790609961
Rainy Lake Visitor Center,Visitor Center,48.5847041042245,-93.16112721840629
Minnehaha Falls,Information,44.915270812017,-93.2100590736532
Minnesota Valley National Wildlife Refuge Visitor,Information,44.86193811878,-93.2032315830143
Mississippi River Visitor Center,Information,44.9426712006343,-93.0980949005788
Fort Scott National Historic Site Visitor Center,Visitor Center,37.8431905388708,-94.7052369455563
White River Visitor Center,Visitor Center,43.5116043922916,-102.496550993388
Bulletin Board - Cottonwood Campground,Information Board,46.9500143615296,-103.532214361073
Herbert Hoover National Historic Site Visitor Center,Visitor Center,41.6709473956518,-91.34571959692221
Bulletin Board - Juniper Campground Picnic Area,Information Board,47.5942885732837,-103.33780808598301
Heritage Center/Headquarters,Visitor Center,47.9606791322288,-89.68656007160129
Sand Island,Ranger Station,46.980822757462505,-90.9353486420944
Boston Store Visitor Center,Visitor Center,41.263184445595996,-81.5584893369592
Namekagon River Visitor Center,Visitor Center,45.9048137723649,-91.81649753779371
Bulletin Board - Juniper Campground,Information Board,47.5947952736279,-103.33954758516501
Bulletin Board - Juniper Campground,Information Board,47.594842572660106,-103.33952348514799
Bulletin Board - Juniper Group Campground,Information Board,47.5938961730171,-103.33412168847799
Bulletin Board - North Unit Visitor Center,Information Board,47.59977976501471,-103.26001640512699
Bulletin Board - Painted Canyon Visitor Center,Information Board,46.895367255399506,-103.381559108709
Bulletin Board - Painted Canyon Visitor Center,Information Board,46.895464755465795,-103.38161860875
Bulletin Board - Roundup Horse Group Camp,Information Board,47.0071252533338,-103.50512925667
Bulletin Board - South Unit Visitor Center,Information Board,46.916380664677106,-103.525994067846
National Park Visitor Center,Visitor Center,34.7380176890518,-92.29739152753851
Pea Ridge National Military Park Visitor Center,Visitor Center,36.4437472530149,-94.02548634269769
Philip A. Hart Visitor Center,Visitor Center,44.8115265695277,-86.0561974079404
Bourgeois House Visitor Center,Visitor Center,47.9994832925944,-104.040473727411
North Unit Visitor Center,Visitor Center,47.5999572661353,-103.26001720512699
Old Courthouse,Visitor Center,38.625806857621896,-90.189250813156
Buffalo Point Ranger Station,Ranger Station,36.0788561470885,-92.5738099593519
Buffalo Point Lower Contact Station,Ranger Station,36.0737143465949,-92.5566631637014
Buffalo Point Visitor Contact Station,Visitor Center,36.078770447030294,-92.57388435940241
Minuteman Missile National Historic Site Visitor Center,Visitor Center,43.843832203024796,-101.90031639227502
Visitor Center,Visitor Center,40.2856752584244,-96.8266125489313
Visitor Center,Visitor Center,40.2912333582009,-96.8356934461014
Steel Creek Information Station,Ranger Station,36.038523991684706,-93.33832375680299
Tyler Bend Visitor Center,Visitor Center,35.986547274369,-92.7634170151809
Wright-Dunbar Interpretive Center,Visitor Center,39.7557853513891,-84.2116754526745
Huffman Prairie Interpretive Center,Visitor Center,39.793864339262,-84.0884984879815
Mound City Group Visitor Center,Visitor Center,39.375993367338296,-83.0065438438442
Alley General Store,Visitor Center,37.1531011919876,-91.4436875864868
Hunt House,Visitor Center,41.200808959214704,-81.5719861381296
Ozark NSR Headquarters,Visitor Center,37.0004891992949,-91.01614371499079
Alley Mill,Visitor Center,37.1541741917166,-91.44198658633101
Visitor Center and Administration Building,Visitor Center,38.4321654440516,-96.55834100465341
Ben Reifel,Visitor Center,43.7490726176401,-101.94165109635999
Round Spring Visitor Center,Visitor Center,37.280316167424104,-91.4097465854255
Ulysses S. Grant National Historic Site,Visitor Center,38.551002880796,-90.3517517745677
Painted Canyon Visitor Center,Visitor Center,46.8955002554899,-103.38175070884
Kabetogama Lake Visitor Center,Visitor Center,48.444976512286104,-93.0300297813318
Visitor Center,Visitor Center,39.093599009464604,-94.4154346096493
Visitor Center,Visitor Center,41.6534949347936,-82.8140197190331
Niobrara National Scenic River Visitor Center,Visitor Center,42.868054831029994,-100.553056570875
Rock Harbor Visitor Center,Visitor Center,48.1459362241023,-88.48625621405121
Windigo Visitor Center,Visitor Center,47.9117963020153,-89.1571360418825
Houghton Visitor Center,Visitor Center,47.1229383740234,-88.5636973406688
Houghton Visitor Center,Visitor Center,47.122927374015894,-88.5636703406504
Gateway Arch and Visitor Centor,Visitor Center,38.6246615578436,-90.184928215219
Calumet Visitor Center,Visitor Center,47.2440453493099,-88.4523103579866
River Raisin National Battlefield Park Visitor Center,Visitor Center,41.9111350158479,-83.3767233233637
St. Croix River Visitor Center,Visitor Center,45.416146900338795,-92.64647436472391
Marshland Trail Parking,Visitor Center,45.77392085842939,-92.78315427459151
William Howard Taft Education Center,Visitor Center,39.1198081852725,-84.5082181161612
Nicodemus National Historic Site,Visitor Center,39.39337427514779,-99.61465422827459
Arkansas Post National Memorial Visitor Center,Visitor Center,34.0165748878653,-91.34510793050659
Indiana Dunes Visitor Center,Visitor Center,41.6332151570144,-87.0543174441161
Paul H. Douglas Center for Environmental Education,Visitor Center,41.6064101728017,-87.26830438251021
Wilson's Creek Visitor Center,Visitor Center,37.115718299587606,-93.41982395117859
South Unit Visitor Center,Visitor Center,46.9164842657475,-103.526183867975
Akers,Ranger Station,37.3756523572006,-91.5527190375686
Fort Smith National Historic Site Visitor Center,Visitor Center,35.3881546657893,-94.42987011445749
Information Center,Information,43.875973621863395,-103.454092702993
Lincoln Borglum Visitor Center,Visitor Center,43.877162621671296,-103.45614410238599
Italian Hall Site,Information,47.2484295492887,-88.45553125617501
Platte River Campground Office and Ranger Station,Ranger Station,44.7153693891934,-86.11929479981221
North Manitou Island Contact Station,Information,45.1225039158222,-85.9771386962237
South Manitou Island Visitor Center,Visitor Center,45.0096993411768,-86.0941674727393
Russell Snowplow,Information,47.242802749465596,-88.4506637578678
Park Headquarters,Ranger Station,47.242368949170796,-88.44803385908091
St. Anthony Falls Visitor Center,Visitor Center,44.9808390055675,-93.25737925080509
Visitor Center ,Visitor Center,38.8017829831894,-77.0079850861054
Visitor Center,Visitor Center,38.7126094056001,-77.0331699132173
Proud Mary Waterfront Restaurant,Food Concession,38.7029476090353,-77.02571978215529
Visitor Center,Visitor Center,38.6951535767397,-77.0659932835192
Education Center,Visitor Center,38.6942992571592,-77.0654806091709
Visitor Center,Visitor Center,39.634169819757105,-77.4498160183088
Visitor Center,Visitor Center,39.4742001770653,-77.74452244754791
Great Falls Ranger Station,Ranger Station,39.000664258319794,-77.24713537359679
Concession Area at Great Falls,Food Concession,39.002022293242504,-77.2472521176761
Hancock Visitor Center,Visitor Center,39.6939592513812,-78.15483066833309
Brunswick Visitor Center,Visitor Center,39.3129945315335,-77.6280219933913
Ferry Hill Plantation,Visitor Center,39.4381881815968,-77.7982492650527
Cumberland Visitor Center,Visitor Center,39.6497030013111,-78.7635695099425
Williamsport Visitor Center,Visitor Center,39.600554050916706,-77.8262602280849
Great Falls Tavern,Visitor Center,39.000275894056,-77.2481375872777
Visitor Center FR-BV,Visitor Center,38.86362070320521,-76.98450827715399
Visitor Center - Oxon Hill OX-BV,Visitor Center,38.8017829831894,-77.0079850861054
Great Falls Park Visitor Center,Visitor Center,38.996868729740896,-77.2548181028168
Visitor Center,Visitor Center,39.31656388595879,-77.7567510818567
Henry Hill Visitor Center,Visitor Center,38.8130749988617,-77.52163246810471
Arlington Cemetery VC,Visitor Center,38.8829782123577,-77.0655636222273
Visitor Center,Visitor Center,39.377213274167204,-77.39560308047359
Information Center,Information,39.322602536061794,-77.7303527849203
Activity Center,Visitor Center,38.8808446979081,-76.9579207750891
Indigo Landing and Afterdeck Restaurant,Food Concession,38.8332962736011,-77.0419686111956
Visitors Center,Visitor Center,38.559907255846205,-77.3471400985453
Ovations Restaurant,Food Concession,38.938089190803,-77.26501658474619
Food Services Stand A,Food Concession,38.937201429199796,-77.2646666035084
Food Services Stand B,Food Concession,38.9366096497977,-77.2658069822833
Appalachian Trail Visitor Center,Visitor Center,39.3254827200187,-77.74054529984559
Meadow Kiosk,Information Board,38.937770314586395,-77.2633617316218
Arts & Industry Food,Food Concession,38.889134115540294,-77.0242810101777
Natural History Food,Food Concession,38.8902077162698,-77.0262035094839
White House Visitor Center,Visitor Center,38.8952422146905,-77.0327617059399
American History Food,Food Concession,38.890127016215,-77.0303044072703
Korean War Veterans Memorial Information Kiosk,Information,38.8884367170665,-77.04904370200279
World War II Memorial Information,Information,38.888416316052606,-77.04075640437199
Ranger Station,Information,38.9223579091143,-77.0354157037432
Box Office,Information,38.9368313029483,-77.2658226042939
First Aid,First Aid Station,38.9370999061308,-77.26542679702492
Ranger Station,Ranger Station,38.979210297742895,-76.89750711404079
Schoodic Woods Campground,Visitor Center,44.380425861615,-68.06571029324991
Cadillac Mt. Summit Shop,Store,44.352294470501,-68.2259813401466
Sagamore Hill National Historic Site Visitor Center,Visitor Center,40.8862539924895,-73.49957070330271
Hulls Cove Visitor Center,Visitor Center,44.408532759712294,-68.2461369288413
Jordan Pond House Shop,Store,44.3203879778221,-68.2536975319784
Schoodic Education and Research Center,Information,44.336066568475,-68.0591396957855
Sieur de Monts Nature Center,Information,44.3620854671536,-68.2078922448559
Thompson Island Information Center,Information,44.42684446215429,-68.3667736868084
Thunder Hole Shop,Store,44.3213893755025,-68.1894480533239
Beach Hut,Store,38.206267788564794,-75.15155783375029
Canoe/Kayak Rental,Store,38.2101663882137,-75.1676492286837
Toms Cove Visitor Center,Visitor Center,37.890031760697205,-75.34493149113871
Henry A. Wallace Visitor & Education Center,Visitor Center,41.7699540369221,-73.933546609169
Thompson Island Information Center,Information,44.42684446215429,-68.3667736868084
Washington's Headquarters Museum,Visitor Center,40.797242744010504,-74.4671113997011
Jockey Hollow Visitor Center,Visitor Center,40.762690752534,-74.54263137701341
Barrier Island Visitor Center,Visitor Center,38.2476052796516,-75.1545723307985
Chincoteague NWR Vistor Center,Visitor Center,37.9086086573193,-75.3561879857869
Visitor Center,Visitor Center,43.5007351569065,-72.3676081081873
Ranger Contact Station,Ranger Station,38.20836548799,-75.15288593265271
Thompson Island Information Center,Visitor Center,44.4268388621505,-68.36677518680939
Minute Man Visitor Center (Primary Visitor Center),Visitor Center,42.4487592161383,-71.26950873508041
North Bridge Visitor Center,Visitor Center,42.4707439150759,-71.35233780735891
Minute Man NHP Ranger Station Law Enforcement Office,Ranger Station,42.450730916478,-71.2937905265787
Pavilion Visitor Center,Visitor Center,41.7978315308635,-73.9417845047662
Visitor Center,Visitor Center,41.763177436317704,-73.8989951206928
Roosevelt Museum at Old Orchard,Visitor Center,40.886051692352,-73.4960447039069
Theodore Roosevelt Home,Visitor Center,40.885477691962,-73.5011727033912
Visitor Center,Visitor Center,39.811568540291205,-77.2260139882458
Province Lands Visitor Center,Visitor Center,42.074025854524606,-70.20525740597161
Race Point Ranger Station,Ranger Station,42.078799953768396,-70.2202952001891
Visitor Center,Visitor Center,42.2566908446369,-71.0104667310735
Salt Pond Visitor Center,Visitor Center,41.8372537926491,-69.9727588949998
Roger Williams Visitor Center,Visitor Center,41.831319438617,-71.41072132502771
Adams National Historical Park Visitor Center,Visitor Center,42.2521743455681,-71.0035974334062
Visitor Center,Visitor Center,40.101374263200604,-75.42232507372391
Valley Forge Ranger Station,Ranger Station,40.0982628510865,-75.4193530017046
Cowen House,Ranger Station,41.4587934295031,-74.8940094377583
Milanville Office,Ranger Station,41.672827489929105,-75.0642826194509
Town of Eastham Police and Fire,Police,41.8307037361986,-69.9735403865308
Visitor Center,Visitor Center,39.775525755801795,-79.93127845234591
Visitor Center,Visitor Center,39.8142587341191,-79.58625525391881
Lumbermen's Museum,Visitor Center,46.00147208903971,-68.45293326834971
Millinocket Contact Station,Visitor Center,45.656306240515796,-68.70917164645171
South entrance,Entrance / Exit,45.880405989780996,-68.5589231153648
Byrd Visitor Center,Visitor Center,38.5178626452788,-78.43680809492349
"Discovery Center, Fan Pier",Visitor Center,42.3542900269509,-71.0469816128837
Jamaica Bay Wildlife Refuge,Visitor Center,40.6167175563521,-73.82493211637049
Elkwallow Gap,Store,38.738619795272896,-78.3089776200687
Brooks,Ranger Station,37.7240105018936,-80.8893278972954
Ryan Visitor Center,Visitor Center,40.5881234639238,-73.8969286942888
Sailors Haven Visitor Center,Visitor Center,40.6568757226377,-73.10447384385292
Historic Life Saving Station and Visitor Center,Visitor Center,40.4266822992321,-73.9842902746469
Watch Hill General Store,Store,40.692271811687604,-72.99075107858371
Wayside Restaurant,Food Service,38.5175133440415,-78.4385480941057
Store / Gift Shop,Store,38.5174058449684,-78.43832489395409
Security,Entrance / Exit,40.689940350103505,-74.0451421399928
Chancellorsville Battlefield,Visitor Center,38.3111457558244,-77.64992505027351
The Pier Restaurant and Snack Bar,Food Service,40.692320611720795,-72.9910943778169
New Bedford Whaling National Historical Park Visitor Center,Visitor Center,41.6356962607002,-70.9241634954345
Hinton,Visitor Center,37.6553993162755,-80.8933486000273
Loft Mountain,Ranger Station,38.2487221074105,-78.6705015397072
Loft Mountain,Information,38.248733508418205,-78.67062363979021
Loft Mountain,Store,38.2511329070485,-78.6668699412397
Panorama,Food Service,38.6599045107896,-78.32134992147509
Simmons Gap,Ranger Station,38.3000411952794,-78.6204069516702
Swift Run Gap,Ranger Station,38.3585471810314,-78.54679857065679
Wayside,Food Service,38.262149803534,-78.6610792423052
Wayside,Store,38.2621574045392,-78.66080464211859
Burlingham House,Visitor Center,41.256500818054704,-73.4564441950002
Canarsie Pier,Visitor Center,40.628944455659706,-73.8847969960458
Old Rag Fee Station,Ranger Station,38.5708420282758,-78.28678283798841
Market Mills,Visitor Center,42.6445130811438,-71.31303920865729
Lower Whiteoak Canyon Station,Ranger Station,38.539558837020394,-78.3493001214659
Lighthouse Visitor Center,Visitor Center,40.6322658319164,-73.2185418093568
Skyland Resort - Office,Ranger Station,38.5923909269173,-78.38096410798009
Skyland Restaraunt,Food Service,38.5929904273246,-78.3805634077078
Yorktown Visitor Center,Visitor Center,37.230856938818896,-76.5023235665321
Eastern Front Visitor Center,Visitor Center,37.2438607646544,-77.35691510318699
Liberty Island Information Center,Ranger Station,40.6904454494467,-74.0464671398931
Theodore Roosevelt Birthplace National Historic Site Visitor Center,Visitor Center,40.738663938209,-73.9889605558201
Grant's Headquarters at City Point,Visitor Center,37.316786447203995,-77.2773627241348
Skyland Giftshop,Store,38.5927399271544,-78.3802887075212
Five Forks Visitor Center,Visitor Center,37.1352769978769,-77.6200648279848
Visitor Center,Visitor Center,37.3776037895265,-78.7960025539792
GEWA Visitor Center,Visitor Center,38.183100355823605,-76.91791998391041
Bearfence Hut Shelter,Shelter,38.444175560211896,-78.47050718982041
Skyland Dining Room,Food Service,38.592964527307004,-78.38040270759859
South River Shelter,Shelter,38.3748148760846,-78.5218411766995
Big Meadows Lodge,Food Service,38.5296713423023,-78.4410169927832
Big Meadows Wayside,Food Service,38.5174447439949,-78.4384182940175
Dickey Ridge,Visitor Center,38.8717188637075,-78.2046579441883
Visitor Center,Visitor Center,40.349799995994104,-78.77122507014408
Blackrock Shelter,Shelter,38.2142866170132,-78.7429129199073
Byrd's Nest #2 Shelter,Shelter,38.555099835579796,-78.3957209050067
Byrd's Nest #3 Shelter,Shelter,38.6344308174814,-78.3236955220688
Byrd's Nest #4 Shelter,Shelter,38.7015024030534,-78.324920317901
Gravel Spring Shelter,Shelter,38.7639582874892,-78.2337078419264
Hightop Shelter,Shelter,38.3331880858011,-78.5582760694552
Indian Run Shelter,Shelter,38.82609297170679,-78.1643180597793
Lewis Mtn Campstore,Store,38.4369922623312,-78.4784366872082
Loft Mtn Campstore,Store,38.2508076068275,-78.6669305412809
Loft Mtn Ivy Creek Shelter,Shelter,38.2648459043658,-78.6549418441351
Outdoor Concessions,Food Service,40.69855794695879,-74.0391229419031
Eastern National Bookstore,Store,40.6991243473436,-74.03968814228709
Old Rag Shelter Pit Privy,Shelter,38.553535432516796,-78.3300077263576
Old Rag Shelter,Shelter,38.5540007328329,-78.3299148262945
Pass Mtn Shelter,Shelter,38.6766667081787,-78.31893192083209
Pinefield Shelter,Shelter,38.2906578989039,-78.645818244936
Ragged Run Shelter,Shelter,38.550164933226704,-78.32103392926041
Range View Shelter,Shelter,38.74341099352829,-78.2964528235586
Rock Spring Shelter,Shelter,38.553499636492504,-78.40824930051909
Hamilton Grange National Memorial Visitor Center,Visitor Center,40.821418720436895,-73.94730126351459
Governors Island Visitor Center,Visitor Center,40.6928145480564,-74.0152587486885
Gift Shop,Store,40.6900050491475,-74.0461970397096
Gift Shop,Store,40.689663448915404,-74.0462878397713
Audio Tours,Information,40.6901954492769,-74.046390438841
Gift Shop,Gift Shop,40.6898544500452,-74.0450554399339
Thurmond Depot,Visitor Center,37.957286562393705,-81.07878652502359
LE/Ranger Station,Ranger Station,40.4091455723167,-78.4581216634051
Visitor Shelter,Information,40.050675258752996,-78.9017164498068
Main Immigration Building,Visitor Center,40.6991059473311,-74.039543642189
Chesapeake Bay Map,Information Map,39.2651982240582,-76.5793242248505
Sailors Haven Snack Bar;Sailors Haven Gift Shop,Food Service,40.6571388238165,-73.10409464359529
Edgar Allan Poe Museum Shop,Store,39.961952533470004,-75.14989883162309
Franklin Museum Shop,Store,39.9495629350519,-75.14675363448609
Gift Shop,Store,40.6988205481372,-74.0393087410293
Ellis Island Cafe,Food Service,40.6988076481285,-74.03913884191391
Audio Tours,Information,40.6991031483292,-74.0396405422548
African Burial Ground Visitor Center,Visitor Center,40.71498884412279,-74.0054446510203
Audio Tours,Information,40.689321849683296,-74.0448209407746
City Tavern,Food Service,39.94712693639671,-75.14454883598799
Seasonal Independence Cafe,Food Service,39.951769233551005,-75.1490081340179
INHP Museum Store,Store,39.94886153457529,-75.1493501342503
