OBJECTID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,CreationDate,Creator,EditDate,Editor,Shape__Area,Shape__Length,Shape__Acreage,GlobalID
488,DINO,Lands - http://landsnet.nps.gov/tractsnet/documents/DINO/Metadata/dino_metadata.xml,Dinosaur National Monument,2020/12/16 00:00:00+00,CO,IM,169567,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223241,Dinosaur,2021/01/03 23:59:44.621+00,RJohnson@nps.gov_nps,2021/01/03 23:59:44.621+00,RJohnson@nps.gov_nps,1481170409,529864.1726,211361.8997,77b24dbe-ea36-4955-86f1-edd5d1d0b003
41,DRTO,Lands - http://landsnet.nps.gov/tractsnet/documents/DRTO/Metadata/drto_metadata.xml,Dry Tortugas National Park,2007/11/07 00:00:00+00,FL,SE,307632,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047947,Dry Tortugas,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:11:28.357+00,RJohnson@nps.gov_nps,322682120.4,69744.0118,65578.13088,28a8e19f-3a64-4cec-9dab-eac998c59c16
459,DDEM,Lands - http://landsnet.nps.gov/tractsnet/documents/DDEM/Metadata/ddem_metadata.xml,Dwight D. Eisenhower Memorial,2020/09/29 00:00:00+00,DC,NC,need GNIS ID,Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278887,Dwight D. Eisenhower,2020/10/03 03:07:07.506+00,RJohnson@nps.gov_nps,2020/10/03 03:07:07.506+00,RJohnson@nps.gov_nps,22355.57422,666.0704301,3.342207327,4c389fca-d5e9-4dcd-8a64-d2f14445503f
408,EBLA,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Ebey's Landing National Historical Reserve,2015/04/22 00:00:00+00,WA,PW,1888910,National Historical Reserve,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Ebey's Landing,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,164337932.1,67004.85746,18044.58572,5351e13f-32f7-46bd-ac15-2a929e7d8a9f
62,EDAL,Lands - http://landsnet.nps.gov/tractsnet/documents/EDAL/Metadata/edal_metadata.xml,Edgar Allan Poe National Historic Site,2009/03/17 00:00:00+00,PA,NE,1888911,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048151,Edgar Allan Poe,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:14:07.484+00,RJohnson@nps.gov_nps,3603.226563,281.4116194,0.522457474,3da857bf-c06b-47ed-a16e-8c9a3e692c48
366,EFMO,Lands - http://landsnet.nps.gov/tractsnet/documents/EFMO/Metadata/efmo_metadata.xml,Effigy Mounds National Monument,2019/08/19 00:00:00+00,IA,MW,456249,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048392,Effigy Mounds,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:49:37.672+00,RJohnson@nps.gov_nps,18954013.61,44137.58531,2497.364355,fa493fb9-9dc4-42f3-8ae3-4978731835c0
162,EISE,Lands - http://landsnet.nps.gov/tractsnet/documents/EISE/METADATA/eise_metadata.xml,Eisenhower National Historic Site,2013/07/08 00:00:00+00,PA,NE,1888912,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196717,Eisenhower,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:25:57.626+00,RJohnson@nps.gov_nps,4756910.203,14050.09676,693.0609099,fbec1372-b917-4ec8-b362-7e457954da18
460,ELMA,Lands - http://landsnet.nps.gov/tractsnet/documents/ELMA/Metadata/elma_metadata.xml,El Malpais National Monument,2020/09/29 00:00:00+00,NM,IM,1888913,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239599,El Malpais,2020/10/03 03:10:37.908+00,RJohnson@nps.gov_nps,2020/10/03 03:10:37.908+00,RJohnson@nps.gov_nps,684640705.1,253482.4754,113577.677,a5ba4170-f6a2-43fa-8048-242373829d3d
33,ELMO,Lands - http://landsnet.nps.gov/tractsnet/documents/ELMO/Metadata/elmo_metadata.xml,El Morro National Monument,2006/12/11 00:00:00+00,NM,IM,906062,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047951,El Morro,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:10:24.359+00,RJohnson@nps.gov_nps,7738012.875,11786.34701,1278.876109,9ee834d2-ad26-4e08-b511-f5bac95f4856
112,ELRO,Lands - http://landsnet.nps.gov/tractsnet/documents/ELRO/Metadata/elro_metadata.xml,Eleanor Roosevelt National Historic Site,2011/04/22 00:00:00+00,NY,NE,1888914,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171829,Eleanor Roosevelt,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:20:09.105+00,RJohnson@nps.gov_nps,1291438.297,5804.850582,177.420958,91e4be3a-4856-4565-b2f8-e4ad2bc32d25
65,EUON,Lands - http://landsnet.nps.gov/tractsnet/documents/EUON/Metadata/euon_metadata.xml,Eugene O'Neill National Historic Site,2009/05/14 00:00:00+00,CA,PW,1888915,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048393,Eugene O'Neill,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:14:28.304+00,RJohnson@nps.gov_nps,85735.62891,1343.389239,13.19575927,0d4b6a9b-cf86-4419-acc0-e701fe2d1123
358,EVER,Lands - http://landsnet.nps.gov/tractsnet/documents/EVER/Metadata/ever_metadata.xml,Everglades National Park,2019/06/24 00:00:00+00,FL,SE,293666,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2264901,Everglades,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:48:40.870+00,RJohnson@nps.gov_nps,7625863021,558822.0715,1531728.486,44918110-b8d2-4f21-9c45-ac5336ebb090
237,FEHA,Lands - http://landsnet.nps.gov/tractsnet/documents/FEHA/METADATA/feha_metadata.xml,Federal Hall National Memorial,2017/03/30 00:00:00+00,NY,NE,2057537,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210702,Federal Hall,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:34:31.104+00,RJohnson@nps.gov_nps,3743.230469,256.8491343,0.530989324,4c0bbc67-bf74-4ec4-ac3b-03a3ad122c88
409,FIIS,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Fire Island National Seashore,2013/12/18 00:00:00+00,NY,NE,970121,National Seashore,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Fire Island,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,138877038.7,140263.5734,19705.21763,3beef4db-5697-433d-93f8-75090a17378f
314,FILA,Lands - http://landsnet.nps.gov/tractsnet/documents/FILA/METADATA/fila_metadata.xml,First Ladies National Historic Site,2018/11/20 00:00:00+00,OH,MW,2035610,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2203269,First Ladies,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:43:27.958+00,RJohnson@nps.gov_nps,3210.148438,357.6210364,0.454152796,ca612178-95ad-4979-8227-de4a71792a9d
188,FRST,Lands - http://landsnet.nps.gov/tractsnet/documents/FRST/METADATA/frst_metadata.xml,First State National Historical Park,2015/06/18 00:00:00+00,DE,NE,2756166,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223243,First State,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:28:58.259+00,RJohnson@nps.gov_nps,7934331.262,22895.27932,1154.829107,d12c508a-ac67-4442-a9ed-07161c51086c
153,FLNI,Lands - http://landsnet.nps.gov/tractsnet/documents/FLNI/Metadata/flni_metadata.xml,Flight 93 National Memorial,2013/02/05 00:00:00+00,PA,NE,1986830,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194468,Flight 93,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:24:57.864+00,RJohnson@nps.gov_nps,15660815.19,23713.44312,2264.265451,667a5ff0-1837-433c-a833-a52805002097
509,FLFO,Lands - http://landsnet.nps.gov/tractsnet/documents/FLFO/Metadata/flfo_metadata.xml,Florissant Fossil Beds National Monument,2021/03/22 00:00:00+00,CO,IM,191398,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047956,Florissant Fossil Beds,2021/04/02 04:30:44.130+00,RJohnson@nps.gov_nps,2021/04/02 04:30:44.130+00,RJohnson@nps.gov_nps,41975465.05,38025.67023,6270.906543,293afc1d-accc-46ac-abd5-7ad14641f20f
30,FOTH,Lands - http://landsnet.nps.gov/tractsnet/documents/FOTH/Metadata/foth_metadata.xml,Ford's Theatre National Historic Site,2006/09/21 00:00:00+00,DC,NC,530748,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048156,Ford's Theatre,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:10:04.377+00,RJohnson@nps.gov_nps,2010.960938,298.3692717,0.300562749,930fb0bd-339e-4127-a61e-c3df56ff46af
5,FOBO,Lands - http://landsnet.nps.gov/tractsnet/documents/FOBO/Metadata/fobo_metadata.xml,Fort Bowie National Historic Site,2004/05/12 00:00:00+00,AZ,IM,1888916,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047958,Fort Bowie,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:06:27.033+00,RJohnson@nps.gov_nps,5650398.531,18638.55695,997.964559,a19874b5-9d2e-409b-ba2a-8b52f4649602
217,FOCA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOCA/Metadata/foca_metadata.xml,Fort Caroline National Memorial,2016/06/07 00:00:00+00,FL,SE,282677,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2230260,Fort Caroline,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:32:15.093+00,RJohnson@nps.gov_nps,764984.7832,7620.093536,140.2086559,10ec37cb-4dcc-4aca-941a-252710da1873
298,FODA,Lands - http://landsnet.nps.gov/tractsnet/documents/FODA/Metadata/foda_metadata.xml,Fort Davis National Historic Site,2018/04/27 00:00:00+00,TX,IM,1357585,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182229,Fort Davis,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:41:13.497+00,RJohnson@nps.gov_nps,2836614.133,9180.198728,517.6370301,bfa891f3-df83-4f6c-97df-377b5c3984db
195,FODO,Lands - http://landsnet.nps.gov/tractsnet/documents/FODO/METADATA/fodo_metadata.xml,Fort Donelson National Battlefield,2015/07/27 00:00:00+00,TN,SE,1284664,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224521,Fort Donelson,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:29:45.288+00,RJohnson@nps.gov_nps,8163037.293,43303.94388,1301.197997,01f8e65a-b35c-4c81-9ff0-af06fe9c7429
42,FOFR,Lands - http://landsnet.nps.gov/tractsnet/documents/FOFR/Metadata/fofr_metadata.xml,Fort Frederica National Monument,2007/12/05 00:00:00+00,GA,SE,314290,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047961,Fort Frederica,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:11:35.088+00,RJohnson@nps.gov_nps,1567605.217,11769.21088,282.4035641,4b92ab08-6144-43c2-95eb-c6e37a2e5689
301,FOLA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOLA/METADATA/fola_metadata.xml,Fort Laramie National Historic Site,2018/04/09 00:00:00+00,WY,IM,1597073,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196718,Fort Laramie,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:41:37.777+00,RJohnson@nps.gov_nps,6622287.336,15922.16455,897.3601007,52d568b9-d64a-4887-8315-373d0b76f213
86,FOLS,Lands - http://landsnet.nps.gov/tractsnet/documents/FOLS/Metadata/fols_metadata.xml,Fort Larned National Historic Site,2010/07/28 00:00:00+00,KS,MW,475845,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165328,Fort Larned,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:17:00.524+00,RJohnson@nps.gov_nps,4625403.832,12380.55375,705.1123569,f6d32175-52cc-4901-86a3-605c7f7fa84c
79,FOMA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOMA/Metadata/foma_metadata.xml,Fort Matanzas National Monument,2009/10/26 00:00:00+00,FL,SE,307963,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049233,Fort Matanzas,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:16:08.108+00,RJohnson@nps.gov_nps,1474420.652,13355.22757,273.8938049,3509be9b-23b8-4912-b2b6-57e557e7f3a1
168,FOMC,Lands - http://landsnet.nps.gov/tractsnet/documents/FOMC/METADATA/fomc_metadata.xml,Fort McHenry National Monument and Historic Shrine,2012/01/13 00:00:00+00,MD,NE,595218,National Monument and Historic Shrine,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210703,Fort McHenry,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:26:30.193+00,RJohnson@nps.gov_nps,315838.4336,2454.010093,46.72097128,c357ddce-76a1-463a-b406-1d88db8c6ea1
299,FOMR,Lands - http://landsnet.nps.gov/tractsnet/documents/FOMR/Metadata/fomr_metadata.xml,Fort Monroe National Monument,2018/04/18 00:00:00+00,VA,NE,"2707739	",National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235460,Fort Monroe,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:41:24.863+00,RJohnson@nps.gov_nps,2341654.906,20043.32182,368.2227102,ac28ac76-6207-4a8d-adee-5d5e1713f4e4
164,FONE,Lands - http://landsnet.nps.gov/tractsnet/documents/FONE/METADATA/fone_metadata.xml,Fort Necessity National Battlefield,2013/09/24 00:00:00+00,PA,NE,1193713,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208012,Fort Necessity,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:26:10.522+00,RJohnson@nps.gov_nps,6290267.113,18001.80886,916.0088489,ef9bafbd-20b7-4649-a6a0-a32c8163fb11
73,FOPO,Lands - http://landsnet.nps.gov/tractsnet/documents/FOPO/Metadata/fopo_metadata.xml,Fort Point National Historic Site,2010/02/24 00:00:00+00,CA,PW,1655639,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049236,Fort Point,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:15:23.771+00,RJohnson@nps.gov_nps,162800.9297,2664.745799,25.0689149,83a4c9ee-4a90-47bb-a8c4-a48e73ec6b87
111,FOPU,Lands - http://landsnet.nps.gov/tractsnet/documents/FOPU/Metadata/fopu_metadata.xml,Fort Pulaski National Monument,2010/12/21 00:00:00+00,GA,SE,314296,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171830,Fort Pulaski,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:19:59.195+00,RJohnson@nps.gov_nps,30589694.98,56871.61304,5416.595419,7d96ca78-c756-4e1d-b7c8-0ef64f4bda1d
461,FORA,Lands - http://landsnet.nps.gov/tractsnet/documents/FORA/Metadata/fora_metadata.xml,Fort Raleigh National Historic Site,2020/09/17 00:00:00+00,NC,SE,985324,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278882,Fort Raleigh,2020/10/03 03:14:02.249+00,RJohnson@nps.gov_nps,2020/10/03 03:14:02.249+00,RJohnson@nps.gov_nps,3066605.148,16133.87805,495.7773064,bda3a38d-e87b-4419-aa62-5394c481609d
356,FOSC,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSC/Metadata/fosc_metadata.xml,Fort Scott National Historic Site,2019/05/02 00:00:00+00,KS,MW,480986,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166414,Fort Scott,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:48:28.287+00,RJohnson@nps.gov_nps,132981.2578,1717.182399,20.45776314,7328e802-0a9f-45cf-9ab5-66170ad230cd
239,FOSM,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSM/Metadata/fosm_metadata.xml,Fort Smith National Historic Site,2017/03/14 00:00:00+00,AR,MW,56686,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048155,Fort Smith,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:34:44.589+00,RJohnson@nps.gov_nps,433548.5352,7095.264153,71.04542751,7b6511ba-3247-483a-b0eb-e84020ab762d
88,FOST,Lands - http://landsnet.nps.gov/tractsnet/documents/FOST/Metadata/fost_metadata.xml,Fort Stanwix National Monument,2010/07/08 00:00:00+00,NY,NE,1888919,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165601,Fort Stanwix,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:17:14.709+00,RJohnson@nps.gov_nps,127551.0195,1435.740177,16.73584156,c950c1ec-9d33-45f1-b5b3-f55b876bf4ba
20,FOSU,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSU/Metadata/fosu_metadata.xml,Fort Sumter and Fort Moultrie National Historical Park,2005/11/03 00:00:00+00,SC,SE,1222505,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047964,Fort Sumter and Fort Moultrie,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2021/01/10 21:53:55.950+00,RJohnson@nps.gov_nps,1332680.451,9818.553096,232.257933,a3cee74e-64f7-445a-b538-a7fef058ef55
39,FOUN,Lands - http://landsnet.nps.gov/tractsnet/documents/FOUN/Metadata/foun_metadata.xml,Fort Union National Monument,2007/05/15 00:00:00+00,NM,IM,889156,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047966,Fort Union,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:11:04.331+00,RJohnson@nps.gov_nps,4454850.16,10849.55539,720.6785426,9b650ce1-a8e5-4a44-b28e-5652e0a60523
306,FOUS,Lands - http://landsnet.nps.gov/tractsnet/documents/FOUS/Metadata/FOUS_metadata.xml,Fort Union Trading Post National Historic Site,2018/07/24 00:00:00+00,ND,MW,771520,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225692,Fort Union Trading Post,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:42:12.436+00,RJohnson@nps.gov_nps,4006610.313,24728.70489,443.5753611,017c6951-da6a-4dc6-afda-6cf71e5e3cd8
107,FOVA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOVA/Metadata/fova_metadata.xml,Fort Vancouver National Historic Site,2011/03/03 00:00:00+00,WA,PW,1504974,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171108,Fort Vancouver,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:19:31.125+00,RJohnson@nps.gov_nps,1723304.906,11765.82359,208.3220817,96b9bcba-3f65-4e2b-9c3f-d121f3563aee
56,FOWA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOWA/Metadata/fowa_metadata.xml,Fort Washington Park,2008/11/17 00:00:00+00,MD,NC,597426,Other Designation,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048158,Fort Washington,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:13:27.422+00,RJohnson@nps.gov_nps,2290208.613,7262.985189,344.0611162,f6d201e7-2c77-4d31-a682-a8511d79bb3c
37,FOBU,Lands - http://landsnet.nps.gov/tractsnet/documents/FOBU/Metadata/fobu_metadata.xml,Fossil Butte National Monument,2007/02/22 00:00:00+00,WY,IM,1605065,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047959,Fossil Butte,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:10:51.297+00,RJohnson@nps.gov_nps,60721809.89,44607.21242,8317.739991,b40554ea-605d-429c-afe5-88d9a98db88a
447,FRDE,Lands - http://landsnet.nps.gov/tractsnet/documents/FRDE/Metadata/frde_metadata.xml,Franklin Delano Roosevelt Memorial,2020/05/20 00:00:00+00,DC,NC,1877541,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181122,Franklin Delano Roosevelt,2020/07/01 02:44:40.115+00,RJohnson@nps.gov_nps,2020/07/01 02:44:40.115+00,RJohnson@nps.gov_nps,54428.30859,1305.843478,8.137991638,8f6f7da4-3c35-4d27-99dc-402cad21270d
238,FRDO,Lands - http://landsnet.nps.gov/tractsnet/documents/FRDO/Metadata/frdo_metadata.xml,Frederick Douglass National Historic Site,2017/03/21 00:00:00+00,DC,NC,2733423,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048159,Frederick Douglass,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:34:38.720+00,RJohnson@nps.gov_nps,56143.0625,1101.375375,8.399173219,84d3167c-4fa6-44b8-8482-0d3645253d5d
207,FRLA,Lands - http://landsnet.nps.gov/tractsnet/documents/FRLA/METADATA/frla_metadata.xml,Frederick Law Olmsted National Historic Site,2016/03/01 00:00:00+00,MA,NE,1971618,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229063,Frederick Law Olmsted,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:31:03.524+00,RJohnson@nps.gov_nps,51737.25781,1623.196887,6.984000605,81b98a02-cac7-40b4-886f-cbc3ed0283d5
225,FRSP,Lands - http://landsnet.nps.gov/tractsnet/documents/FRSP/Metadata/frsp_metadata.xml,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,2016/09/30 00:00:00+00,VA,NE,1488838,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235461,Fredericksburg & Spotsylvania,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:33:13.409+00,RJohnson@nps.gov_nps,60945548.88,200634.4417,9264.958495,6aef97dd-a769-472a-91bf-8d92006d2edf
462,FRRI,Lands - http://landsnet.nps.gov/tractsnet/documents/FRRI/METADATA/frri_metadata.xml,Freedom Riders National Monument,2020/09/23 00:00:00+00,AL,SE,2783290,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249525,Freedom Riders,2020/10/03 03:15:58.219+00,RJohnson@nps.gov_nps,2020/10/03 03:15:58.219+00,RJohnson@nps.gov_nps,46781.17578,1466.700822,7.992321966,9dc84bd0-c731-4017-be5e-a3f8b97d2400
113,FRHI,Lands - http://landsnet.nps.gov/tractsnet/documents/FRHI/Metadata/frhi_metadata.xml,Friendship Hill National Historic Site,2011/04/14 00:00:00+00,PA,NE,1888922,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171831,Friendship Hill,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:20:15.948+00,RJohnson@nps.gov_nps,4631731.18,13931.31249,675.2199531,76595541-b9f0-4f33-b688-bef39e45048b
339,GAAR,Lands - http://landsnet.nps.gov/tractsnet/documents/GAAR/Metadata/GAAR_metadata.xml,Gates of the Arctic National Park,2019/03/21 00:00:00+00,AK,AK,1416040,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225693,Gates of the Arctic,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:46:26.783+00,RJohnson@nps.gov_nps,2.12E+11,3462283.508,8472246.497,af05a2e7-bd7d-4757-ae5a-7c4846e804f7
110,JEFF,Lands - http://landsnet.nps.gov/tractsnet/documents/JEFF/Metadata/jeff_metadata.xml,Gateway Arch National Park,2010/10/28 00:00:00+00,MO,MW,765817,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171833,Gateway Arch,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:19:52.544+00,RJohnson@nps.gov_nps,1290994.133,9270.230517,194.426638,d931b045-d4f9-47df-b3bd-a0ba85ca8796
198,GATE,Lands - http://landsnet.nps.gov/tractsnet/documents/GATE/Metadata/GATE_metadata.xml,Gateway National Recreation Area,2015/12/31 00:00:00+00,NY,NE,882894,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225694,Gateway,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:30:04.886+00,RJohnson@nps.gov_nps,190685391.3,146371.4404,27158.69,cc4b92e4-e517-4025-b9b1-eb16c899b6c5
402,GARI,PRELIMINARY - Data has not completed the entire Lands QA/QC process.,Gauley River National Recreation Area,2013/12/18 00:00:00+00,WV,NE,1741168,National Recreation Area,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Gauley River,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,73312115.76,134515.802,11168.17411,22555926-a10f-493f-b60a-1fa487f1aaf8
184,GEGR,Lands - http://landsnet.nps.gov/tractsnet/documents/GEGR/METADATA/gegr_metadata.xml,General Grant National Memorial,2013/07/22 00:00:00+00,NY,NE,2733424,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221818,General Grant,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:28:25.438+00,RJohnson@nps.gov_nps,5124.714844,299.1327163,0.724657048,4dcd1570-a26d-4443-85d3-7ee13fcd3811
124,GERO,Lands - http://landsnet.nps.gov/tractsnet/documents/GERO/Metadata/gero_metadata.xml,George Rogers Clark National Historical Park,2010/08/18 00:00:00+00,IN,MW,447197,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2180622,George Rogers Clark,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:21:32.877+00,RJohnson@nps.gov_nps,161979.5,2367.451311,24.35683016,4d998b93-8dbc-46a5-ad2d-59d9836827f0
209,GEWA,Lands - http://landsnet.nps.gov/tractsnet/documents/GEWA/METADATA/gewa_metadata.xml,George Washington Birthplace National Monument,2016/03/28 00:00:00+00,VA,NE,1467038,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229064,George Washington Birthplace,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:31:16.206+00,RJohnson@nps.gov_nps,4316894.141,12323.36904,657.8475124,48efabd0-2486-4062-b951-2628a9b161d5
316,GWCA,Lands - http://landsnet.nps.gov/tractsnet/documents/GWCA/Metadata/gwca_metadata.xml,George Washington Carver National Monument,2018/11/30 00:00:00+00,MO,MW,718402,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048161,George Washington Carver,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:43:46.491+00,RJohnson@nps.gov_nps,1530092.891,5054.572407,240.7914909,ed91b8c6-4459-4795-a863-da75f8ce4a00
