X,Y,OBJECTID,UNIT_CODE,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,PARKNAME,CreationDate,Creator,EditDate,Editor,GlobalID
-13199732.395073,4370728.74395371,88,SEQU,Sequoia National Park,2008/11/26 00:00:00+00,CA,PW,266000,National Park,Lands,Sequoia,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,8cf96316-64d2-4808-a341-bc0b045939e7
-17468773.718804,2410328.01141044,89,KALA,Kalaupapa National Historical Park,2009/01/15 00:00:00+00,HI,PW,365030,National Historical Park,Lands,Kalaupapa,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,cf6784dc-c4af-49c6-8564-35cc1f925291
-9537835.90610468,3823237.58153864,90,TUAI,Tuskegee Airmen National Historic Site,2009/02/03 00:00:00+00,AL,SE,2492338,National Historic Site,Lands,Tuskegee Airmen,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,13e7a977-c5e8-4e8d-8f0b-8933108d0baa
-7208514.92440069,2011707.39155039,91,SARI,Salt River Bay National Historical Park and Ecological Preserve,2009/03/05 00:00:00+00,VI,SE,1993989,National Historical Park,Lands,Salt River Bay,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,a9f8e726-3420-4ef3-a4e1-77969a543a0d
-8365660.61968813,4860416.36827393,93,EDAL,Edgar Allan Poe National Historic Site,2009/03/17 00:00:00+00,PA,NE,1888911,National Historic Site,Lands,Edgar Allan Poe,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,10815346-20c8-41ec-ae19-4c74f8fa03a2
-7911547.56964044,5214743.46175274,94,BOAF,Boston African American National Historic Site,2009/03/12 00:00:00+00,MA,NE,1888904,National Historic Site,Lands,Boston African American,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,d11baaac-a56b-4435-826d-8b23998a82b2
-9588048.69770608,4466687.21321555,95,MACA,Mammoth Cave National Park,2009/03/27 00:00:00+00,KY,SE,507318,National Park,Lands,Mammoth Cave,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,9ce317e8-94e9-4477-b818-1217cc4930ae
-13584002.4052055,4554881.50730539,96,EUON,Eugene O'Neill National Historic Site,2009/05/14 00:00:00+00,CA,PW,1888915,National Historic Site,Lands,Eugene O'Neill,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,7b231090-4383-4f97-9082-2cdb81545d80
-7905080.90198463,5199495.13888598,97,ADAM,Adams National Historical Park,2009/06/05 00:00:00+00,MA,NE,1888899,National Historical Park,Lands,Adams,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,8037c2b2-9362-495b-8cbd-8135071702d6
-12304841.0099388,4395359.30714548,98,NAVA,Navajo National Monument,2009/07/13 00:00:00+00,AZ,IM,8538,National Monument,Lands,Navajo,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,012a555c-652e-4cf0-b7dc-f3fce0cbd22e
-8575810.36800704,4654477.78575659,99,THST,Thomas Stone National Historic Site,2009/07/28 00:00:00+00,MD,NE,1888967,National Historic Site,Lands,Thomas Stone,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,0f79dff9-4309-402b-881a-f549af1dcb8d
-10353525.8554022,3719344.2835404,100,CARI,Cane River Creole National Historical Park,2009/07/28 00:00:00+00,LA,SE,2733428,National Historical Park,Lands,Cane River Creole,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,e407bf84-9dad-46bd-ae02-0cb230692795
-12719141.2816831,4713965.16860209,101,GRBA,Great Basin National Park,2009/09/10 00:00:00+00,NV,PW,862430,National Park,Lands,Great Basin,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,1fd40c7d-ee37-4a85-9943-c22046326353
-9992114.93350845,6106803.37472293,102,GRPO,Grand Portage National Monument,2009/12/14 00:00:00+00,MI,MW,644333,National Monument,Lands,Grand Portage,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,e9dc6fca-476d-49ec-8fd6-d90a170f6786
-13648023.30502,4955514.40249731,103,WHIS,Whiskeytown-Shasta-Trinity National Recreation Area,2010/01/06 00:00:00+00,CA,PW,277264,National Recreation Area,Lands,Whiskeytown,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,79e3bb28-6c6f-4114-a357-842069f2f82f
-13633713.3116059,4552395.13041102,104,FOPO,Fort Point National Historic Site,2010/02/24 00:00:00+00,CA,PW,1655639,National Historic Site,Lands,Fort Point,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,6165ac5a-d066-481e-b2ba-55f85587cadb
-7891086.79609207,5239134.7584652,105,SAMA,Salem Maritime National Historic Site,2010/03/25 00:00:00+00,MA,NE,1888961,National Historic Site,Lands,Salem Maritime,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,9fb31ce4-4f3d-43b7-a333-24752158dd58
-8575549.08735574,4705735.54158957,106,WAMO,Washington Monument,2009/11/06 00:00:00+00,DC,NC,531850,National Memorial,Lands,Washington Monument,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,d3b27fba-74a9-49b9-891f-7792c93ea79c
-8575644.80751287,4704643.30837188,107,JEFM,Thomas Jefferson Memorial,2009/11/06 00:00:00+00,DC,NC,530557,National Memorial,Lands,Thomas Jefferson Memorial,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,5690323c-718b-44ad-a742-1edf684d2e62
-8695200.34958852,4090496.25459583,108,MOCR,Moores Creek National Battlefield,2009/10/26 00:00:00+00,NC,SE,1025558,National Battlefield,Lands,Moores Creek,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,9f4c456a-38f3-4ee1-bae2-260152132d19
-9543880.85710757,3892211.02455696,109,HOBE,Horseshoe Bend National Military Park,2009/10/26 00:00:00+00,AL,SE,149966,National Military Park,Lands,Horseshoe Bend,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,0ff05cb6-2927-4d71-ab0a-63f98a5edc31
-9043446.87782434,3466508.10557355,110,FOMA,Fort Matanzas National Monument,2009/10/26 00:00:00+00,FL,SE,307963,National Monument,Lands,Fort Matanzas,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,ff2f6663-cd32-4902-9d2e-eae8a70f977c
-13329359.0043212,4031028.26529456,111,CHIS,Channel Islands National Park,2009/09/03 00:00:00+00,CA,PW,1662323,National Park,Lands,Channel Islands,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,aba3bee0-6c6c-42cc-a76c-dfe00266d55b
-12231453.356577,4613889.67557025,112,CANY,Canyonlands National Park,2010/04/26 00:00:00+00,UT,IM,1448008,National Park,Lands,Canyonlands,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2a777fa3-b516-45f7-892f-a9da83c82af4
-8575670.17032851,4706935.26180969,113,WHHO,White House,2010/05/28 00:00:00+00,DC,NC,2733430,Other Designation,Lands,President's Park (White House),2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,9f4f0429-690c-4653-9986-5bae68baff7a
-8875711.96513778,4455123.45617097,114,BOWA,Booker T. Washington National Monument,2010/06/07 00:00:00+00,VA,NE,1477005,National Monument,Lands,Booker T Washington,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,ee685d21-83f8-4d68-bc7b-0cc82ea75bb9
-10035142.7007822,3480328.84889874,115,JELA,Jean Lafitte National Historical Park and Preserve,2010/06/11 00:00:00+00,LA,SE,560393,National Historical Park and Preserve,Lands,Jean Lafitte,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,8bb23c8e-94e4-4681-b1c7-928d0cbf6c91
-11558303.2161013,5423913.36580127,116,JECA,Jewel Cave National Monument,2010/07/22 00:00:00+00,SD,MW,1261888,National Monument,Lands,Jewel Cave,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,c8f4f45d-170e-4cf2-b186-3829d9ad7e3d
-11044784.0998798,4605522.02304198,117,FOLS,Fort Larned National Historic Site,2010/07/28 00:00:00+00,KS,MW,475845,National Historic Site,Lands,Fort Larned,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,b1942339-c0ee-47f6-bdf3-37f10c6daeec
-13621781.8445348,4566532.43215631,118,RORI,Rosie the Riveter/World War II Home Front National Historical Park,2010/05/17 00:00:00+00,CA,PW,2026588,National Historical Park,Lands,Rosie the Riveter WWII Home Front,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,4c1a8962-a935-45f1-91be-e8b369836637
-8399676.55825166,5344073.75600974,119,FOST,Fort Stanwix National Monument,2010/07/08 00:00:00+00,NY,NE,1888919,National Monument,Lands,Fort Stanwix,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,50ce0f8b-3b82-4d76-afe4-14e20e86ef41
-8365361.6438139,4857729.61144236,120,THKO,Thaddeus Kosciuszko National Memorial,2010/07/07 00:00:00+00,PA,NE,1888966,National Memorial,Lands,Thaddeus Kosciuszko,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,48dcb624-c588-4871-8b16-9ee6e5a2d7e8
-9218579.50897885,5109260.38501289,121,PEVI,Perry's Victory and International Peace Memorial,2010/09/01 00:00:00+00,OH,MW,1082175,National Memorial,Lands,Perry's Victory & International Peace,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,5adcecb9-7162-4446-a214-3b6e9889a672
-9055937.35754213,5110910.58264993,122,JAGA,James A. Garfield National Historic Site,2010/09/07 00:00:00+00,OH,MW,1888932,National Historic Site,Lands,James A Garfield,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,9a77ff5d-73f2-4ab8-9984-3856eaa12a5c
-8622943.9899084,4814953.65742614,123,CATO,Catoctin Mountain Park,2010/09/15 00:00:00+00,MD,NC,583623,Other Designation,Lands,Catoctin Mountain,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,31525963-2f50-4bde-8798-d47e38955a6b
-12352625.2919051,4449969.68807738,124,RABR,Rainbow Bridge National Monument,2010/03/29 00:00:00+00,UT,IM,23944,National Monument,Lands,Rainbow Bridge,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,4cef12a3-a4e3-4b8d-9151-c44fe47ca2b6
-12245394.9639239,4523710.04165991,125,NABR,Natural Bridges National Monument,2010/07/12 00:00:00+00,UT,IM,1454484,National Monument,Lands,Natural Bridges,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,98e20928-49f2-4855-a802-0e3dee4412bf
-11513403.0675673,4585047.16386613,126,BEOL,Bent's Old Fort National Historic Site,2010/09/21 00:00:00+00,CO,IM,2559483,National Historic Site,Lands,Bent's Old Fort,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,eb728885-313c-41aa-aa96-ce2050908c10
-12458797.7840038,3920170.60736357,127,PIMA,Hohokam Pima National Monument,2010/09/20 00:00:00+00,AZ,IM,25440,National Monument,Lands,Hohokam Pima,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,0eba0220-eb25-4282-8bf7-220382cb0215
-9674773.58390345,3551595.26757844,128,GUIS,Gulf Islands National Seashore,2010/10/05 00:00:00+00,FL,SE,689020,National Seashore,Lands,Gulf Islands,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,dc266c04-51d0-4b23-ae5d-322e2891e2e7
-8772075.70236066,4492593.12427398,129,APCO,Appomattox Court House National Historical Park,2010/10/07 00:00:00+00,VA,NE,1462531,National Historical Park,Lands,Appomattox Court House,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,50e21703-f017-4b8d-8a82-e9b7140b0da6
-10722823.6459607,5467535.79013729,130,PIPE,Pipestone National Monument,2010/10/21 00:00:00+00,MN,MW,649530,National Monument,Lands,Pipestone,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,06211a48-4e6f-4d19-b7a6-adbc4996ccb5
-8928963.20526122,2936124.10809233,131,BISC,Biscayne National Park,2010/12/02 00:00:00+00,FL,SE,294450,National Park,Lands,Biscayne,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,0c8e07d0-81d9-4c7f-ae42-430a7163a9ed
-10168738.6794579,4031586.15928908,132,ARPO,Arkansas Post National Memorial,2010/12/13 00:00:00+00,AR,MW,2733432,National Memorial,Lands,Arkansas Post,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,fa8d0cab-7df4-4a29-9f29-4e0b7d20c548
-11516282.8395206,5446948.91726315,133,MORU,Mount Rushmore National Memorial,2010/12/13 00:00:00+00,SD,MW,1262098,National Memorial,Lands,Mount Rushmore,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,86f59736-e8ad-4ba8-a217-21b23d614337
-11675673.1663549,3753258.49655619,134,GUMO,Guadalupe Mountains National Park,2010/12/21 00:00:00+00,TX,IM,1377201,National Park,Lands,Guadalupe Mountains,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,135c912a-4f36-48a2-ac01-a0aab452108b
-12658408.9146156,5171457.14700769,135,CIRO,City of Rocks National Reserve,2007/10/03 00:00:00+00,ID,PW,401309,National Reserve,Lands,City of Rocks,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,b864c282-7f6b-47b3-b44c-25fc8f00ffe4
-12796622.0298202,5277875.12328237,136,HAFO,Hagerman Fossil Beds National Monument,2008/09/04 00:00:00+00,ID,PW,395749,National Monument,Lands,Hagerman Fossil Beds,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,bd422910-81f0-4fec-876f-4ebe6da20e18
-8612011.89280008,4470935.34056225,137,PETE,Petersburg National Battlefield,2011/02/02 00:00:00+00,VA,NE,1498529,National Battlefield,Lands,Petersburg,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,67a8a28e-f2b9-484e-8f00-6ad2b744acf1
-13654632.6503209,5720229.23539364,138,FOVA,Fort Vancouver National Historic Site,2011/03/03 00:00:00+00,WA,PW,1504974,National Historic Site,Lands,Fort Vancouver,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,7a5c5fcd-460d-4308-bac6-d8309f2b45ad
-8056640.46941022,5388462.58488111,139,SAGA,Saint-Gaudens National Historical Park,2011/03/09 00:00:00+00,NH,NE,1888960,National Historical Park,Lands,Saint-Gaudens,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/05/21 02:54:25.439+00,RJohnson@nps.gov_nps,b841df4c-d903-4248-a5c0-7d2187d89a2b
-7917402.75729695,5213092.72934097,140,JOFI,John Fitzgerald Kennedy National Historic Site,2010/10/28 00:00:00+00,MA,NE,607138,National Historic Site,Lands,John F Kennedy,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,c3d62d04-c9b7-4844-83e3-ce521d76d89f
-10038305.8230433,4667687.63115243,141,JEFF,Gateway Arch National Park,2010/10/28 00:00:00+00,MO,MW,765817,National Park,Lands,Gateway Arch,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,10cfbec4-fbf9-48b8-8fa5-303745b4466b
-9010603.86454445,3767877.40574038,142,FOPU,Fort Pulaski National Monument,2010/12/21 00:00:00+00,GA,SE,314296,National Monument,Lands,Fort Pulaski,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,8cd11824-19e9-4505-8b30-dabf703642b8
-8226578.16598011,5125601.57132757,143,ELRO,Eleanor Roosevelt National Historic Site,2011/04/22 00:00:00+00,NY,NE,1888914,National Historic Site,Lands,Eleanor Roosevelt,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,0ed32024-721f-4063-9bfc-f0d6d94a600e
-8897241.84249745,4833366.70028036,144,FRHI,Friendship Hill National Historic Site,2011/04/14 00:00:00+00,PA,NE,1888922,National Historic Site,Lands,Friendship Hill,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,bceb7858-9d43-44d5-a92b-2ecaa0f6b6de
-8236419.37665049,4973861.5474327,145,THRB,Theodore Roosevelt Birthplace National Historic Site,2011/03/28 00:00:00+00,NY,NE,2083047,National Historic Site,Lands,Theodore Roosevelt Birthplace,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,d197eb60-04e0-4d8d-8f93-fae8c0bd1973
-12273660.4673673,3678158.02120956,146,CORO,Coronado National Memorial,2011/02/14 00:00:00+00,AZ,IM,40512,National Memorial,Lands,Coronado,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,6882f5c8-5145-43b5-92cc-0f4e1baf619e
-8423570.588968,4302853.29064814,147,WRBR,Wright Brothers National Memorial,2011/05/23 00:00:00+00,NC,SE,1027483,National Memorial,Lands,Wright Brothers,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,c99bd6cf-103d-4a60-915a-702b8d20dd19
-9654543.71619077,3798913.61153481,148,SEMO,Selma to Montgomery National Historic Trail,2011/05/19 00:00:00+00,AL,SE,2733435,National Historic Trail,Lands,Selma to Montgomery,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,c416aacc-28dc-45bf-9bf9-b6f195a2df46
-9060270.03598108,4182788.68544446,149,KIMO,Kings Mountain National Military Park,2011/06/27 00:00:00+00,SC,SE,1223739,National Military Park,Lands,Kings Mountain,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,faddce87-7b53-4c95-94c7-b59abda033b4
-12522774.5947374,5105864.70664784,150,GOSP,Golden Spike National Historical Park,2011/02/17 00:00:00+00,UT,IM,1428242,National Historical Park,Lands,Golden Spike,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2021/01/10 21:50:12.432+00,RJohnson@nps.gov_nps,317ac673-19c9-49d4-8186-ae5e18207c72
-7895134.13808925,5106557.84125835,151,NEBE,New Bedford Whaling National Historical Park,2011/07/15 00:00:00+00,MA,NE,2733436,National Historical Park,Lands,New Bedford Whaling,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,5831610b-fca0-4209-97fe-d132c5c1fe0f
-8181613.86395601,4995479.5249347,152,SAHI,Sagamore Hill National Historic Site,2011/07/29 00:00:00+00,NY,NE,970557,National Historic Site,Lands,Sagamore Hill,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,67430e66-0c93-4448-8237-4a331b29690f
-13527300.7204343,5124912.50918261,153,LABE,Lava Beds National Monument,2011/09/06 00:00:00+00,CA,PW,262358,National Monument,Lands,Lava Beds,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,6b418f70-fb4e-44e5-acae-6dce79ab195c
-8554292.40028386,5297162.65681439,154,WORI,Women's Rights National Historical Park,2011/08/19 00:00:00+00,NY,NE,1888975,National Historical Park,Lands,Women's Rights,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,91b548c1-1bb1-48a2-81f3-66269e90564c
-9744575.7268418,4675710.61092601,155,GERO,George Rogers Clark National Historical Park,2010/08/18 00:00:00+00,IN,MW,447197,National Historical Park,Lands,George Rogers Clark,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,32f2bdd7-fa9a-474d-bafb-5754b5093375
-7917751.30972981,5217620.15774547,156,LONG,Longfellow House-Washington's Headquarters National Historic Site,2011/04/18 00:00:00+00,MA,NE,2733437,National Historic Site,Lands,Longfellow,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,70eec7b6-2cde-420d-a3df-46feeafe7343
-8434468.32859322,4895934.836756,157,HOFU,Hopewell Furnace National Historic Site,2011/08/17 00:00:00+00,PA,NE,1193717,National Historic Site,Lands,Hopewell Furnace,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,1925592e-2f38-4539-b7c2-d58e052e8965
-8576400.63371111,4704986.29356996,158,FRDE,Franklin Delano Roosevelt Memorial,2011/09/26 00:00:00+00,DC,NC,1877541,National Memorial,Lands,Franklin Delano Roosevelt,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,3a55c025-2078-4134-97c0-1d402fd7975b
-12449596.2997931,4111145.97716945,159,MOCA,Montezuma Castle National Monument,2011/09/20 00:00:00+00,AZ,IM,31964,National Monument,Lands,Montezuma Castle,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,7907ecb3-26ad-4aa6-b3c2-5a794be9f938
-13201082.7061308,4425050.5720485,160,KICA,Kings Canyon National Park,2011/10/17 00:00:00+00,CA,PW,255948,National Park,Lands,Kings Canyon,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,1d155fde-3ac6-4bf2-aaa4-fcd8779f09c1
-8079694.0613958,5177218.03532929,161,SPAR,Springfield Armory National Historic Site,2011/10/18 00:00:00+00,MA,NE,1888963,National Historic Site,Lands,Springfield Armory,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,24100c0e-3503-4db1-9a40-d9f10acf2ce7
-13187519.2981524,5787187.65208753,162,WHMI,Whitman Mission National Historic Site,2011/10/27 00:00:00+00,WA,PW,1531185,National Historic Site,Lands,Whitman Mission,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,89f8f119-b31a-4e54-bbb4-40f08289cfd0
-8576095.67079379,4705819.543464,163,WWII,World War II Memorial,2011/11/03 00:00:00+00,DC,NC,1989142,National Memorial,Lands,World War II Memorial,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,69be3ca4-0092-4cba-b4a5-a00e832d604b
-8576906.23925467,4706066.07929513,164,VIVE,Vietnam Veterans Memorial,2011/11/03 00:00:00+00,DC,NC,531832,National Memorial,Lands,Vietnam Veterans,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,9ede19d4-e2c7-4844-8240-1ef80f45cbea
-8576952.9913196,4705631.06967275,165,KOWA,Korean War Veterans Memorial,2011/11/03 00:00:00+00,DC,NC,1985525,National Memorial,Lands,Korean War Veterans,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,4fffc647-35fc-49ee-be22-23e379533bdc
-8576528.78001322,4706062.32843682,166,COGA,Constitution Gardens,2011/11/03 00:00:00+00,DC,NC,530610,Other Designation,Lands,Constitution Gardens,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,a7ed1fe5-429a-4d58-8fe3-dff2f3dddcab
-8576543.30550986,4705396.6367419,167,MLKM,"Martin Luther King, Jr., Memorial",2011/11/04 00:00:00+00,DC,NC,2002666,National Memorial,Lands,Martin Luther King Jr,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/05/21 02:55:46.089+00,RJohnson@nps.gov_nps,a13e5c37-25c7-46ed-811b-23c9b0eb7a7b
-8577186.8117581,4705824.28016392,168,LINC,Lincoln Memorial,2011/11/04 00:00:00+00,DC,NC,531835,National Memorial,Lands,Lincoln,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,2020/01/09 22:13:23.903+00,SCarlton@nps.gov_nps,be5f476e-aa3c-4159-b1d0-e4d569af01d4
